id;arrondissement_id;quartier_id;note_maison;note_agence;mois
21;6610293;6609743;1.68;0.7;AOUT
22;6610293;6609743;5.67;2.88;MARS
23;6610293;6609743;3.19;1.9;OCT
24;6610293;6609743;8.44;7.07;OCT
25;6610293;6609743;4.28;7.75;OCT
26;6610293;6609743;8.99;8.25;OCT
27;6610293;6609743;9.18;2.94;DEC
28;6610293;6609743;7.59;5.87;AOUT
29;6610293;6609743;4.62;0.19;AOUT
30;6610293;6609743;1.04;0.94;JANV
31;6610293;6609743;0.54;5.43;FEV
32;6610293;6609743;4.84;0.2;DEC
33;6610293;6609743;5.28;2.11;JUIN
34;6610293;6609743;2.95;0.55;JUIL
35;6610293;6609743;6.6;7.76;MARS
36;6610293;6609743;3.18;8.46;NOV
37;6610293;6609743;5.68;9.95;SEPT
38;6610293;6609743;6.89;7.83;OCT
39;6610293;6609743;7.06;9.62;SEPT
40;6610293;6609743;4.2;9.96;AVRIL
41;6610293;6609743;6.1;1.5;JANV
42;6610293;6609743;5.19;4.3;SEPT
43;6610293;6609743;6.39;4.98;DEC
44;6610293;6609743;6.06;4.58;AVRIL
45;6610293;6609743;3.23;3.93;OCT
46;6610293;6609743;5.84;6.12;FEV
47;6610293;6609743;9.38;5.27;JUIL
48;6610293;6609743;8.07;0.78;JUIL
49;6610293;6609743;4.9;4.55;JUIN
50;6610293;6609743;8.18;2.42;SEPT
1;6610293;6609744;3.28;1.87;NOV
2;6610293;6609744;3.7;7.73;MAI
3;6610293;6609744;3.53;7.49;OCT
4;6610293;6609744;4.83;5.12;AOUT
5;6610293;6609744;5.91;0.64;NOV
6;6610293;6609744;5.45;7.1;JUIN
7;6610293;6609744;0.62;1.07;SEPT
8;6610293;6609744;4.0;8.5;JUIL
9;6610293;6609744;7.83;8.72;JUIL
10;6610293;6609744;6.76;8.24;DEC
11;6610293;6609744;8.11;8.22;DEC
12;6610293;6609744;2.18;9.24;AOUT
13;6610293;6609744;3.57;3.45;MAI
14;6610293;6609744;5.7;6.6;NOV
15;6610293;6609744;0.5;2.45;AVRIL
16;6610293;6609744;6.48;8.6;SEPT
17;6610293;6609744;8.97;0.24;MAI
18;6610293;6609744;5.78;9.95;AVRIL
19;6610293;6609744;2.89;3.79;SEPT
20;6610293;6609744;6.44;1.72;MAI
21;6610293;6609744;0.52;2.97;JANV
22;6610293;6609744;9.91;4.87;JUIN
23;6610293;6609744;6.11;1.57;SEPT
24;6610293;6609744;1.84;9.22;OCT
25;6610293;6609744;2.69;1.43;JUIL
26;6610293;6609744;7.86;9.52;DEC
27;6610293;6609744;8.22;3.29;JANV
28;6610293;6609744;6.78;1.86;MARS
29;6610293;6609744;1.5;0.79;JANV
30;6610293;6609744;0.05;4.26;NOV
31;6610293;6609744;8.69;8.28;FEV
32;6610293;6609744;9.6;9.0;FEV
33;6610293;6609744;6.52;6.8;AOUT
34;6610293;6609744;6.79;9.64;FEV
35;6610293;6609744;6.35;5.3;MARS
36;6610293;6609744;6.65;7.95;JUIN
37;6610293;6609744;4.74;2.6;NOV
38;6610293;6609744;2.33;0.71;JUIL
39;6610293;6609744;4.04;8.96;JUIN
40;6610293;6609744;6.78;2.59;SEPT
41;6610293;6609744;7.93;9.53;DEC
42;6610293;6609744;3.61;4.87;OCT
43;6610293;6609744;6.83;3.23;SEPT
44;6610293;6609744;1.61;9.8;DEC
45;6610293;6609744;0.16;0.41;AVRIL
46;6610293;6609744;3.05;6.52;JUIN
47;6610293;6609744;9.79;1.7;DEC
48;6610293;6609744;1.79;4.86;SEPT
49;6610293;6609744;8.27;2.47;JUIN
50;6610293;6609744;5.46;9.6;SEPT
1;6610616;6609745;5.56;0.94;SEPT
2;6610616;6609745;4.73;7.48;AVRIL
3;6610616;6609745;7.97;8.92;SEPT
4;6610616;6609745;2.05;6.97;JUIN
5;6610616;6609745;1.66;7.63;SEPT
6;6610616;6609745;5.0;4.1;JUIN
7;6610616;6609745;6.1;8.58;AOUT
8;6610616;6609745;1.37;0.04;JANV
9;6610616;6609745;3.21;6.61;MARS
10;6610616;6609745;8.16;5.82;JANV
11;6610616;6609745;2.82;2.18;DEC
12;6610616;6609745;4.81;9.75;AVRIL
13;6610616;6609745;4.78;3.07;OCT
14;6610616;6609745;4.59;2.32;FEV
15;6610616;6609745;1.44;9.94;NOV
16;6610616;6609745;6.82;1.92;AOUT
17;6610616;6609745;9.12;6.86;SEPT
18;6610616;6609745;0.29;0.35;MAI
19;6610616;6609745;3.16;3.25;AOUT
20;6610616;6609745;8.16;9.33;DEC
21;6610616;6609745;8.05;5.53;DEC
22;6610616;6609745;3.5;9.16;MAI
23;6610616;6609745;6.88;0.91;MAI
24;6610616;6609745;2.02;7.62;AOUT
25;6610616;6609745;2.31;7.74;MARS
26;6610616;6609745;2.22;4.63;MARS
27;6610616;6609745;3.96;5.34;FEV
28;6610616;6609745;8.73;9.0;SEPT
29;6610616;6609745;7.68;3.36;NOV
30;6610616;6609745;9.24;3.79;SEPT
31;6610616;6609745;2.77;2.91;AOUT
32;6610616;6609745;1.69;5.23;MARS
33;6610616;6609745;4.8;7.91;MAI
34;6610616;6609745;8.76;0.79;SEPT
35;6610616;6609745;7.27;3.58;SEPT
36;6610616;6609745;0.07;1.83;MAI
37;6610616;6609745;6.22;5.66;AOUT
38;6610616;6609745;5.75;9.86;AVRIL
39;6610616;6609745;1.31;5.54;MAI
40;6610616;6609745;1.67;1.33;JUIN
41;6610616;6609745;8.35;5.21;JANV
42;6610616;6609745;3.87;0.43;MAI
43;6610616;6609745;1.03;3.68;JANV
44;6610616;6609745;1.6;7.97;AOUT
45;6610616;6609745;2.23;3.44;JANV
46;6610616;6609745;2.11;2.54;DEC
47;6610616;6609745;2.92;1.15;OCT
48;6610616;6609745;0.96;5.93;JUIN
49;6610616;6609745;5.61;7.8;MARS
50;6610616;6609745;3.36;2.54;NOV
1;6610293;6609746;6.84;3.26;OCT
2;6610293;6609746;8.6;1.57;AVRIL
3;6610293;6609746;7.14;8.71;DEC
4;6610293;6609746;0.59;0.89;SEPT
5;6610293;6609746;4.98;5.13;MARS
6;6610293;6609746;2.1;5.46;MAI
7;6610293;6609746;9.84;5.86;JANV
8;6610293;6609746;9.27;1.02;SEPT
9;6610293;6609746;6.96;5.5;MAI
10;6610293;6609746;0.95;4.93;SEPT
11;6610293;6609746;5.99;7.03;NOV
12;6610293;6609746;0.7;8.79;AOUT
13;6610293;6609746;2.17;9.69;AVRIL
14;6610293;6609746;6.53;3.64;MARS
15;6610293;6609746;1.25;4.16;MARS
16;6610293;6609746;3.09;6.44;JANV
17;6610293;6609746;1.75;1.99;SEPT
18;6610293;6609746;8.29;9.41;MARS
19;6610293;6609746;2.36;4.55;JUIN
20;6610293;6609746;7.6;3.8;NOV
21;6610293;6609746;8.05;9.84;OCT
22;6610293;6609746;2.78;3.44;JUIN
23;6610293;6609746;1.88;3.59;JUIN
24;6610293;6609746;6.4;2.51;OCT
25;6610293;6609746;2.71;3.59;JUIN
26;6610293;6609746;7.15;1.45;DEC
27;6610293;6609746;2.84;2.6;JUIL
28;6610293;6609746;2.76;9.79;MARS
29;6610293;6609746;8.38;8.0;JANV
30;6610293;6609746;4.43;5.22;DEC
31;6610293;6609746;7.83;5.81;JUIL
32;6610293;6609746;0.59;9.04;JANV
33;6610293;6609746;2.67;1.97;SEPT
34;6610293;6609746;2.17;1.21;AVRIL
35;6610293;6609746;0.14;3.18;SEPT
36;6610293;6609746;7.81;5.9;DEC
37;6610293;6609746;7.11;6.44;OCT
38;6610293;6609746;8.34;3.91;DEC
39;6610293;6609746;6.59;8.13;DEC
40;6610293;6609746;1.79;6.5;JANV
41;6610293;6609746;6.33;8.86;MAI
42;6610293;6609746;1.1;5.13;AVRIL
43;6610293;6609746;0.78;9.83;JUIL
44;6610293;6609746;9.4;3.5;JUIL
45;6610293;6609746;7.47;8.56;SEPT
46;6610293;6609746;8.55;2.92;NOV
47;6610293;6609746;0.88;3.82;MAI
48;6610293;6609746;9.49;7.98;DEC
49;6610293;6609746;5.89;0.67;NOV
50;6610293;6609746;7.09;0.14;JUIL
1;6610616;6609976;6.11;7.43;MARS
2;6610616;6609976;8.61;9.25;SEPT
3;6610616;6609976;1.34;6.87;AVRIL
4;6610616;6609976;0.98;0.6;SEPT
5;6610616;6609976;6.15;5.03;OCT
6;6610616;6609976;6.81;3.56;JANV
7;6610616;6609976;0.52;4.84;SEPT
8;6610616;6609976;4.87;3.08;JANV
9;6610616;6609976;8.58;4.45;FEV
10;6610616;6609976;7.04;2.57;JUIL
11;6610616;6609976;7.49;3.42;JUIL
12;6610616;6609976;4.44;2.43;NOV
13;6610616;6609976;5.92;0.1;OCT
14;6610616;6609976;6.04;2.82;FEV
15;6610616;6609976;8.97;7.34;SEPT
16;6610616;6609976;7.05;2.76;JANV
17;6610616;6609976;9.37;0.06;SEPT
18;6610616;6609976;4.12;2.64;SEPT
19;6610616;6609976;8.96;7.33;AOUT
20;6610616;6609976;8.98;3.92;MARS
21;6610616;6609976;3.77;0.93;JANV
22;6610616;6609976;9.36;7.16;MAI
23;6610616;6609976;3.59;0.11;OCT
24;6610616;6609976;5.85;1.52;AVRIL
25;6610616;6609976;6.92;8.29;SEPT
26;6610616;6609976;2.52;1.63;JUIN
27;6610616;6609976;9.38;3.65;NOV
28;6610616;6609976;2.74;1.64;DEC
29;6610616;6609976;6.61;7.38;AVRIL
30;6610616;6609976;6.68;8.01;AVRIL
31;6610616;6609976;4.8;6.04;MARS
32;6610616;6609976;9.48;9.76;AOUT
33;6610616;6609976;8.41;7.57;DEC
34;6610616;6609976;7.84;8.59;NOV
35;6610616;6609976;3.12;0.56;MARS
36;6610616;6609976;2.87;9.72;SEPT
37;6610616;6609976;3.95;4.53;MARS
38;6610616;6609976;6.95;3.52;MARS
39;6610616;6609976;9.5;2.39;MARS
40;6610616;6609976;4.92;3.14;JUIN
41;6610616;6609976;6.36;0.15;JANV
42;6610616;6609976;5.74;7.45;FEV
43;6610616;6609976;7.55;5.87;DEC
44;6610616;6609976;6.86;9.24;NOV
45;6610616;6609976;8.22;9.66;JANV
46;6610616;6609976;5.49;8.22;SEPT
47;6610616;6609976;8.87;4.72;FEV
48;6610616;6609976;2.46;3.45;JUIN
49;6610616;6609976;9.86;2.09;OCT
50;6610616;6609976;9.92;5.44;DEC
1;6610616;6610101;4.01;3.0;NOV
2;6610616;6610101;1.04;3.52;MAI
3;6610616;6610101;5.49;8.67;MARS
4;6610616;6610101;8.58;0.31;FEV
5;6610616;6610101;4.05;6.3;OCT
6;6610616;6610101;5.67;6.72;AVRIL
7;6610616;6610101;9.35;5.34;JANV
8;6610616;6610101;5.39;9.4;AVRIL
9;6610616;6610101;1.35;6.3;AVRIL
10;6610616;6610101;6.01;7.22;OCT
11;6610616;6610101;1.83;5.42;NOV
12;6610616;6610101;8.11;4.47;JUIL
13;6610616;6610101;6.36;6.18;JUIL
14;6610616;6610101;2.45;1.26;DEC
15;6610616;6610101;4.22;5.49;JUIN
16;6610616;6610101;9.74;8.96;FEV
17;6610616;6610101;0.27;5.35;SEPT
18;6610616;6610101;0.28;2.97;NOV
19;6610616;6610101;2.64;1.05;MAI
20;6610616;6610101;8.22;2.17;MARS
21;6610616;6610101;1.83;6.76;OCT
22;6610616;6610101;9.9;8.4;JUIL
23;6610616;6610101;3.7;1.01;SEPT
24;6610616;6610101;0.36;2.62;DEC
25;6610616;6610101;0.42;6.3;JUIN
26;6610616;6610101;6.1;8.92;AOUT
27;6610616;6610101;8.12;9.18;MAI
28;6610616;6610101;3.47;6.73;NOV
29;6610616;6610101;9.97;2.92;FEV
30;6610616;6610101;9.38;9.28;AVRIL
31;6610616;6610101;7.26;1.69;MAI
32;6610616;6610101;0.97;0.12;JUIL
33;6610616;6610101;1.03;4.53;NOV
34;6610616;6610101;6.68;9.93;DEC
35;6610616;6610101;2.4;1.62;MARS
36;6610616;6610101;1.8;0.4;NOV
37;6610616;6610101;2.6;7.07;OCT
38;6610616;6610101;9.51;7.28;FEV
39;6610616;6610101;2.98;1.29;AVRIL
40;6610616;6610101;9.91;3.06;OCT
41;6610616;6610101;4.67;0.99;DEC
42;6610616;6610101;6.62;8.05;DEC
43;6610616;6610101;9.06;9.19;OCT
44;6610616;6610101;7.62;7.22;MAI
45;6610616;6610101;7.69;8.67;OCT
46;6610616;6610101;2.14;9.1;DEC
47;6610616;6610101;9.63;3.49;JUIL
48;6610616;6610101;0.9;3.41;AVRIL
49;6610616;6610101;3.18;1.72;NOV
50;6610616;6610101;5.02;1.72;MAI
1;6610616;6610102;7.07;1.93;AVRIL
2;6610616;6610102;1.96;4.97;SEPT
3;6610616;6610102;6.66;8.41;NOV
4;6610616;6610102;2.1;4.14;AVRIL
5;6610616;6610102;2.75;4.03;NOV
6;6610616;6610102;7.15;9.16;FEV
7;6610616;6610102;0.2;5.75;AOUT
8;6610616;6610102;8.17;8.66;DEC
9;6610616;6610102;1.34;2.58;DEC
10;6610616;6610102;1.94;2.45;NOV
11;6610616;6610102;1.92;7.73;JUIN
12;6610616;6610102;8.87;9.68;MARS
13;6610616;6610102;5.35;7.71;SEPT
14;6610616;6610102;4.95;5.69;MARS
15;6610616;6610102;4.83;7.03;SEPT
16;6610616;6610102;7.22;1.75;JUIL
17;6610616;6610102;7.73;1.14;JUIL
18;6610616;6610102;7.86;9.5;AOUT
19;6610616;6610102;9.53;1.11;JUIL
20;6610616;6610102;6.07;1.21;FEV
21;6610616;6610102;0.75;9.11;MAI
22;6610616;6610102;8.13;7.75;FEV
23;6610616;6610102;5.39;4.2;JANV
24;6610616;6610102;3.93;4.37;MAI
25;6610616;6610102;1.85;0.45;JANV
26;6610616;6610102;8.12;6.04;DEC
27;6610616;6610102;1.47;2.35;NOV
28;6610616;6610102;5.07;3.29;MARS
29;6610616;6610102;5.67;0.44;JUIN
30;6610616;6610102;5.83;0.74;OCT
31;6610616;6610102;2.1;9.66;NOV
32;6610616;6610102;0.88;8.39;JUIN
33;6610616;6610102;4.77;9.44;JUIN
34;6610616;6610102;4.59;9.43;JUIL
35;6610616;6610102;4.82;0.32;JANV
36;6610616;6610102;6.65;2.9;JUIN
37;6610616;6610102;5.79;4.43;NOV
38;6610616;6610102;9.35;7.03;JANV
39;6610616;6610102;1.77;9.92;DEC
40;6610616;6610102;9.14;0.71;FEV
41;6610616;6610102;5.11;3.54;OCT
42;6610616;6610102;5.63;2.48;AOUT
43;6610616;6610102;6.2;4.11;MAI
44;6610616;6610102;8.68;2.82;JUIL
45;6610616;6610102;2.13;4.9;AVRIL
46;6610616;6610102;0.68;5.01;NOV
47;6610616;6610102;8.97;0.19;DEC
48;6610616;6610102;7.47;7.21;DEC
49;6610616;6610102;0.04;7.26;AVRIL
50;6610616;6610102;7.28;6.36;JUIL
1;6610616;6610103;0.49;0.38;AOUT
2;6610616;6610103;4.18;7.19;DEC
3;6610616;6610103;3.24;7.42;JANV
4;6610616;6610103;5.85;8.24;JUIN
5;6610616;6610103;3.65;6.69;DEC
6;6610616;6610103;8.03;4.59;MAI
7;6610616;6610103;2.71;6.05;JANV
8;6610616;6610103;4.04;5.99;JANV
9;6610616;6610103;9.08;6.11;FEV
10;6610616;6610103;5.27;8.58;JUIL
11;6610616;6610103;8.41;1.45;MAI
12;6610616;6610103;2.26;6.19;OCT
13;6610616;6610103;4.44;6.89;AVRIL
14;6610616;6610103;9.52;0.67;DEC
15;6610616;6610103;6.47;4.89;JUIL
16;6610616;6610103;5.76;1.09;SEPT
17;6610616;6610103;9.85;2.72;DEC
18;6610616;6610103;2.49;3.63;MAI
19;6610616;6610103;3.75;6.86;OCT
20;6610616;6610103;7.13;2.88;JUIL
21;6610616;6610103;8.49;8.92;SEPT
22;6610616;6610103;0.82;4.81;MAI
23;6610616;6610103;5.32;5.49;DEC
24;6610616;6610103;9.83;0.37;OCT
25;6610616;6610103;0.54;7.56;OCT
26;6610616;6610103;4.83;5.13;JUIL
27;6610616;6610103;1.82;0.55;AOUT
28;6610616;6610103;9.95;8.55;NOV
29;6610616;6610103;5.35;1.31;DEC
30;6610616;6610103;0.05;5.31;MARS
31;6610616;6610103;2.49;5.25;JUIL
32;6610616;6610103;3.93;3.31;NOV
33;6610616;6610103;8.01;5.35;AOUT
34;6610616;6610103;3.19;0.47;DEC
35;6610616;6610103;0.08;0.24;JANV
36;6610616;6610103;8.92;1.26;MAI
37;6610616;6610103;4.89;7.83;AVRIL
38;6610616;6610103;9.29;2.58;JUIN
39;6610616;6610103;5.3;1.33;DEC
40;6610616;6610103;1.63;9.06;MAI
41;6610616;6610103;6.1;7.04;MARS
42;6610616;6610103;4.55;9.05;DEC
43;6610616;6610103;6.86;1.48;OCT
44;6610616;6610103;5.73;1.54;DEC
45;6610616;6610103;6.51;1.94;OCT
46;6610616;6610103;5.58;9.23;DEC
47;6610616;6610103;1.23;4.27;JUIN
48;6610616;6610103;8.75;6.75;JANV
49;6610616;6610103;0.8;6.24;JUIN
50;6610616;6610103;7.04;1.06;JANV
1;6610616;6610104;5.71;1.74;MAI
2;6610616;6610104;3.2;9.67;OCT
3;6610616;6610104;3.6;8.03;MARS
4;6610616;6610104;6.74;9.23;MAI
5;6610616;6610104;5.84;5.78;JUIN
6;6610616;6610104;6.15;3.18;SEPT
7;6610616;6610104;5.31;4.6;NOV
8;6610616;6610104;8.2;4.87;JUIL
9;6610616;6610104;8.31;8.94;AVRIL
10;6610616;6610104;3.55;6.79;DEC
11;6610616;6610104;3.92;6.62;MAI
12;6610616;6610104;9.18;2.29;JUIL
13;6610616;6610104;6.35;8.3;JANV
14;6610616;6610104;2.69;3.11;JUIN
15;6610616;6610104;6.44;8.91;MAI
16;6610616;6610104;7.9;1.1;AOUT
17;6610616;6610104;2.83;5.68;AOUT
18;6610616;6610104;9.56;3.98;JUIL
19;6610616;6610104;3.06;2.79;OCT
20;6610616;6610104;3.21;7.2;FEV
21;6610616;6610104;7.59;2.46;MAI
22;6610616;6610104;4.71;7.46;JANV
23;6610616;6610104;2.08;2.22;JANV
24;6610616;6610104;9.47;2.18;FEV
25;6610616;6610104;8.8;8.11;JANV
26;6610616;6610104;5.94;9.12;NOV
27;6610616;6610104;9.58;2.26;MAI
28;6610616;6610104;6.25;8.62;FEV
29;6610616;6610104;2.42;9.93;JANV
30;6610616;6610104;5.87;7.88;MAI
31;6610616;6610104;3.63;7.82;MARS
32;6610616;6610104;2.05;3.37;AOUT
33;6610616;6610104;5.22;5.53;JUIL
34;6610616;6610104;9.9;0.37;NOV
35;6610616;6610104;7.1;8.36;MAI
36;6610616;6610104;1.92;2.34;JANV
37;6610616;6610104;6.24;5.46;NOV
38;6610616;6610104;9.5;0.02;OCT
39;6610616;6610104;3.52;3.66;JUIN
40;6610616;6610104;8.81;5.37;NOV
41;6610616;6610104;0.6;8.95;OCT
42;6610616;6610104;8.08;6.8;DEC
43;6610616;6610104;7.4;2.43;AOUT
44;6610616;6610104;4.01;8.49;MAI
45;6610616;6610104;6.07;4.57;FEV
46;6610616;6610104;4.98;8.82;NOV
47;6610616;6610104;3.03;2.5;JUIN
48;6610616;6610104;7.65;9.09;JANV
49;6610616;6610104;8.53;1.09;FEV
50;6610616;6610104;5.71;9.74;AOUT
1;6610616;6610105;9.26;6.1;MARS
2;6610616;6610105;0.09;4.05;FEV
3;6610616;6610105;1.95;6.58;FEV
4;6610616;6610105;7.48;3.44;SEPT
5;6610616;6610105;2.77;8.06;AOUT
6;6610616;6610105;8.82;9.96;JUIN
7;6610616;6610105;0.97;9.41;JUIN
8;6610616;6610105;6.43;9.99;JUIL
9;6610616;6610105;2.3;6.02;FEV
10;6610616;6610105;8.67;7.48;JUIN
11;6610616;6610105;5.94;0.84;FEV
12;6610616;6610105;9.57;2.69;OCT
13;6610616;6610105;0.34;7.4;FEV
14;6610616;6610105;8.87;4.25;AOUT
15;6610616;6610105;9.76;1.86;SEPT
16;6610616;6610105;1.47;2.61;AOUT
17;6610616;6610105;8.39;9.77;JANV
18;6610616;6610105;1.41;6.85;SEPT
19;6610616;6610105;0.89;7.09;MAI
20;6610616;6610105;4.71;4.19;JUIL
21;6610616;6610105;1.53;8.04;DEC
22;6610616;6610105;7.89;4.37;NOV
23;6610616;6610105;5.38;8.04;JUIN
24;6610616;6610105;9.82;1.12;JANV
25;6610616;6610105;0.17;1.45;DEC
26;6610616;6610105;0.13;5.85;AOUT
27;6610616;6610105;2.08;8.79;JUIN
28;6610616;6610105;8.78;0.25;FEV
29;6610616;6610105;3.2;5.11;JANV
30;6610616;6610105;0.83;8.64;AVRIL
31;6610616;6610105;0.23;7.06;FEV
32;6610616;6610105;9.22;9.02;FEV
33;6610616;6610105;3.38;3.59;DEC
34;6610616;6610105;8.01;5.58;OCT
35;6610616;6610105;1.11;5.35;SEPT
36;6610616;6610105;6.18;6.62;OCT
37;6610616;6610105;1.76;3.26;JUIN
38;6610616;6610105;8.25;1.41;AOUT
39;6610616;6610105;1.38;2.37;JUIN
40;6610616;6610105;2.15;9.67;AVRIL
41;6610616;6610105;7.45;4.11;FEV
42;6610616;6610105;9.17;2.6;JANV
43;6610616;6610105;2.26;9.15;MARS
44;6610616;6610105;9.41;4.97;AVRIL
45;6610616;6610105;7.07;2.48;AVRIL
46;6610616;6610105;7.49;6.14;NOV
47;6610616;6610105;0.67;6.81;MARS
48;6610616;6610105;4.82;6.46;OCT
49;6610616;6610105;7.81;2.09;JUIN
50;6610616;6610105;1.16;0.29;SEPT
1;6610616;6610106;5.54;8.84;MAI
2;6610616;6610106;3.18;0.28;MARS
3;6610616;6610106;2.67;6.52;JANV
4;6610616;6610106;9.74;4.62;SEPT
5;6610616;6610106;4.29;6.65;MARS
6;6610616;6610106;9.1;5.93;JUIL
7;6610616;6610106;4.29;6.35;JANV
8;6610616;6610106;6.29;7.97;SEPT
9;6610616;6610106;0.42;7.25;FEV
10;6610616;6610106;2.62;0.26;MAI
11;6610616;6610106;4.08;8.08;JANV
12;6610616;6610106;6.41;2.05;OCT
13;6610616;6610106;9.13;5.7;FEV
14;6610616;6610106;3.81;0.21;AOUT
15;6610616;6610106;6.67;4.25;JUIL
16;6610616;6610106;2.88;3.41;JUIN
17;6610616;6610106;9.54;6.68;JUIL
18;6610616;6610106;0.28;8.11;AOUT
19;6610616;6610106;6.58;7.04;JUIL
20;6610616;6610106;6.07;1.21;JUIN
21;6610616;6610106;1.97;8.43;JUIN
22;6610616;6610106;8.19;0.44;NOV
23;6610616;6610106;4.62;3.06;SEPT
24;6610616;6610106;2.22;3.37;AVRIL
25;6610616;6610106;2.8;6.07;FEV
26;6610616;6610106;8.37;5.26;AOUT
27;6610616;6610106;5.21;0.36;MAI
28;6610616;6610106;5.25;9.37;JANV
29;6610616;6610106;1.64;0.62;JUIN
30;6610616;6610106;9.96;8.75;JUIN
31;6610616;6610106;0.15;7.42;SEPT
32;6610616;6610106;8.91;1.03;MARS
33;6610616;6610106;4.68;3.98;JANV
34;6610616;6610106;8.28;2.31;MARS
35;6610616;6610106;0.19;5.42;AVRIL
36;6610616;6610106;0.46;1.38;SEPT
37;6610616;6610106;8.21;1.58;MAI
38;6610616;6610106;0.95;6.64;NOV
39;6610616;6610106;0.32;4.63;AVRIL
40;6610616;6610106;2.47;4.27;JUIN
41;6610616;6610106;1.5;5.7;AVRIL
42;6610616;6610106;7.34;4.64;MARS
43;6610616;6610106;6.96;3.69;FEV
44;6610616;6610106;8.84;3.54;FEV
45;6610616;6610106;1.02;8.71;SEPT
46;6610616;6610106;6.61;6.64;OCT
47;6610616;6610106;2.55;5.07;AOUT
48;6610616;6610106;9.46;2.65;JANV
49;6610616;6610106;5.74;7.52;JUIL
50;6610616;6610106;2.37;7.28;MAI
1;6610616;6610107;6.93;9.05;MAI
2;6610616;6610107;8.36;8.42;MARS
3;6610616;6610107;5.74;6.71;JANV
4;6610616;6610107;5.77;6.9;NOV
5;6610616;6610107;9.97;9.91;SEPT
6;6610616;6610107;3.99;0.58;DEC
7;6610616;6610107;7.87;0.93;JUIL
8;6610616;6610107;1.11;7.73;NOV
9;6610616;6610107;4.93;0.25;JANV
10;6610616;6610107;8.01;7.26;MARS
11;6610616;6610107;9.32;6.75;JUIN
12;6610616;6610107;3.17;7.6;DEC
13;6610616;6610107;7.85;7.68;AVRIL
14;6610616;6610107;7.54;8.63;JUIN
15;6610616;6610107;9.85;0.55;JUIL
16;6610616;6610107;4.1;5.14;JUIN
17;6610616;6610107;6.03;9.14;FEV
18;6610616;6610107;9.25;6.05;FEV
19;6610616;6610107;7.37;3.46;FEV
20;6610616;6610107;2.27;9.0;OCT
21;6610616;6610107;6.59;5.88;JUIN
22;6610616;6610107;5.25;5.69;DEC
23;6610616;6610107;6.59;5.13;JUIN
24;6610616;6610107;6.7;1.45;AOUT
25;6610616;6610107;7.67;3.43;AVRIL
26;6610616;6610107;0.77;1.23;AOUT
27;6610616;6610107;6.95;9.73;AOUT
28;6610616;6610107;9.83;2.67;JANV
29;6610616;6610107;4.44;3.66;NOV
30;6610616;6610107;9.23;2.24;MARS
31;6610616;6610107;2.99;9.93;MAI
32;6610616;6610107;3.73;5.29;NOV
33;6610616;6610107;4.38;3.59;AOUT
34;6610616;6610107;5.29;7.76;OCT
35;6610616;6610107;2.79;8.33;MARS
36;6610616;6610107;7.18;2.35;AVRIL
37;6610616;6610107;1.89;2.44;MARS
38;6610616;6610107;1.65;8.38;MARS
39;6610616;6610107;1.5;2.1;SEPT
40;6610616;6610107;1.97;8.58;JANV
41;6610616;6610107;3.3;8.13;JUIL
42;6610616;6610107;6.03;2.19;DEC
43;6610616;6610107;8.5;4.69;SEPT
44;6610616;6610107;3.57;6.75;MAI
45;6610616;6610107;1.36;2.26;DEC
46;6610616;6610107;5.08;4.74;JUIL
47;6610616;6610107;8.53;5.93;DEC
48;6610616;6610107;4.07;1.57;MAI
49;6610616;6610107;9.22;6.86;AVRIL
50;6610616;6610107;0.21;0.48;AOUT
1;6610616;6610108;6.81;4.71;MARS
2;6610616;6610108;5.73;7.51;FEV
3;6610616;6610108;9.83;2.51;DEC
4;6610616;6610108;3.55;5.68;AVRIL
5;6610616;6610108;5.07;5.81;OCT
6;6610616;6610108;5.89;6.4;MAI
7;6610616;6610108;5.39;5.93;MAI
8;6610616;6610108;6.53;8.15;OCT
9;6610616;6610108;3.01;6.8;JUIL
10;6610616;6610108;6.25;4.31;JANV
11;6610616;6610108;6.75;9.98;SEPT
12;6610616;6610108;9.2;3.81;DEC
13;6610616;6610108;5.36;8.5;JUIN
14;6610616;6610108;4.61;9.53;AVRIL
15;6610616;6610108;7.75;7.47;JUIN
16;6610616;6610108;9.14;6.95;JANV
17;6610616;6610108;1.16;7.24;MAI
18;6610616;6610108;8.23;1.04;JANV
19;6610616;6610108;7.95;1.37;FEV
20;6610616;6610108;6.56;5.13;SEPT
21;6610616;6610108;7.63;2.91;MAI
22;6610616;6610108;9.32;1.67;JANV
23;6610616;6610108;0.57;2.42;JANV
24;6610616;6610108;5.07;6.03;JUIN
25;6610616;6610108;8.88;0.14;DEC
26;6610616;6610108;3.73;3.74;FEV
27;6610616;6610108;1.31;6.85;JANV
28;6610616;6610108;4.27;0.82;OCT
29;6610616;6610108;1.5;1.36;DEC
30;6610616;6610108;6.57;6.13;FEV
31;6610616;6610108;6.19;1.86;MAI
32;6610616;6610108;7.58;7.3;MAI
33;6610616;6610108;9.18;1.43;SEPT
34;6610616;6610108;4.26;1.58;DEC
35;6610616;6610108;4.53;9.57;JUIL
36;6610616;6610108;3.06;0.01;AOUT
37;6610616;6610108;1.24;8.96;MAI
38;6610616;6610108;6.08;6.32;JUIN
39;6610616;6610108;8.73;9.84;AVRIL
40;6610616;6610108;0.88;7.14;SEPT
41;6610616;6610108;2.61;7.7;JUIN
